2,2,2,1,2
2,2,2,2,2
2,2,2,2,2
2,2,2,2,2
2,2,2,2,2
2,2,2,2,2
3,3,3,2,3
3,3,3,2,3
3,3,3,3,3
3,3,3,3,3
3,3,3,3,3
3,3,3,3,3
3,3,3,3,3
3,3,3,3,3
3,3,3,3,3
4,4,4,3,4
4,4,4,3,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
4,4,4,4,4
5,5,5,4,5
5,5,5,4,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
6,6,6,5,6
6,6,6,5,6
6,6,6,6,6
6,6,6,6,6
6,6,6,6,6
6,6,6,6,6
6,6,6,6,6
6,6,6,6,6
6,6,6,6,6
7,7,7,6,7
7,7,7,6,7
7,7,7,7,7
7,7,7,7,7
7,7,7,7,7
7,7,7,7,7
7,7,7,7,7
7,7,7,7,7
8,8,8,7,8
8,8,8,7,8
8,8,8,8,8
8,8,8,8,8
8,8,8,8,8
8,8,8,8,8
8,8,8,8,8
8,8,8,8,8
8,8,8,8,8
9,9,9,8,9
9,9,9,8,9
9,9,9,9,9
9,9,9,9,9
9,9,9,9,9
9,9,9,9,9
9,9,9,9,9
9,9,9,9,9
9,9,9,9,9
10,10,10,9,10
10,10,10,9,10
10,10,10,10,10
10,10,10,10,10
10,10,10,10,10
10,10,10,10,10
10,10,10,10,10
10,10,10,10,10
10,10,10,10,10
11,11,11,10,11
11,11,11,10,11
11,11,11,11,11
11,11,11,11,11
11,11,11,11,11
11,11,11,11,11
11,11,11,11,11
11,11,11,11,11
12,12,12,11,12
12,12,12,11,12
12,12,12,12,12
12,12,12,12,12
12,12,12,12,12
12,12,12,12,12
12,12,12,12,12
12,12,12,12,12
12,12,12,12,12
13,13,13,12,13
13,13,13,12,13
13,13,13,13,13
13,13,13,13,13
13,13,13,13,13
13,13,13,13,13
13,13,13,13,13
13,13,13,13,13
13,13,13,13,13
14,14,14,13,14
14,14,14,13,14
14,14,14,14,14
14,14,14,14,14
14,14,14,14,14
14,14,14,14,14
14,14,14,14,14
14,14,14,14,14
14,14,14,14,14
15,15,15,14,15
15,15,15,14,15
15,15,15,15,15
15,15,15,15,15
15,15,15,15,15
15,15,15,15,15
15,15,15,15,15
15,15,15,15,15
16,16,16,15,16
16,16,16,15,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
17,17,17,16,17
17,17,17,16,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
18,18,18,17,18
18,18,18,17,18
18,18,18,18,18
18,18,18,18,18
18,18,18,18,18
18,18,18,18,18
18,18,18,18,18
18,18,18,18,18
18,18,18,18,18
19,19,19,18,19
19,19,19,18,19
19,19,19,19,19
19,19,19,19,19
19,19,19,19,19
19,19,19,19,19
19,19,19,19,19
19,19,19,19,19
19,19,19,19,19
20,20,20,19,20
20,20,20,19,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
20,20,20,20,20
21,21,21,20,21
21,21,21,20,21
21,21,21,21,21
21,21,21,21,21
21,21,21,21,21
21,21,21,21,21
21,21,21,21,21
21,21,21,21,21
21,21,21,21,21
22,22,22,21,22
22,22,22,21,22
22,22,22,22,22
22,22,22,22,22
22,22,22,22,22
22,22,22,22,22
22,22,22,22,22
22,22,22,22,22
22,22,22,22,22
23,23,23,22,23
23,23,23,22,23
23,23,23,23,23
23,23,23,23,23
23,23,23,23,23
23,23,23,23,23
23,23,23,23,23
23,23,23,23,23
23,23,23,23,23
24,24,24,23,24
24,24,24,23,24
24,24,24,24,24
24,24,24,24,24
24,24,24,24,24
24,24,24,24,24
24,24,24,24,24
24,24,24,24,24
25,25,25,24,25
25,25,25,24,25
25,25,25,25,25
25,25,25,25,25
25,25,25,25,25
25,25,25,25,25
25,25,25,25,25
25,25,25,25,25
25,25,25,25,25
26,26,26,25,26
26,26,26,25,26
26,26,26,26,26
26,26,26,26,26
26,26,26,26,26
26,26,26,26,26
26,26,26,26,26
26,26,26,26,26
26,26,26,26,26
27,27,27,26,27
27,27,27,26,27
27,27,27,27,27
27,27,27,27,27
27,27,27,27,27
27,27,27,27,27
27,27,27,27,27
27,27,27,27,27
27,27,27,27,27
28,28,28,27,28
28,28,28,27,28
28,28,28,28,28
28,28,28,28,28
28,28,28,28,28
28,28,28,28,28
28,28,28,28,28
28,28,28,28,28
29,29,29,28,29
29,29,29,28,29
29,29,29,29,29
29,29,29,29,29
29,29,29,29,29
29,29,29,29,29
27,27,0,29,0
27,27,1,29,1
2,2,2,1,2
1,1,1,1,1
2,2,2,1,2
1,1,1,1,3
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,3
4,3,2,1,2
1,1,3,1,2
1,1,3,1,2
1,1,3,1,2
4,3,2,1,2
1,3,3,1,1
0,0,1,0,1
27,27,2,1,2
1,1,1,1,0
1,1,1,1,1
1,1,2,2,0
2,2,1,2,1
1,1,1,2,1
2,2,2,1,1
1,1,1,1,6
27,27,13,24,0
27,27,13,1,0
0,0,0,1,0
1,0,1,1,0
1,1,1,1,2
2,1,1,1,2
1,1,1,1,1
0,0,0,1,0
27,27,13,2,6
0,0,0,1,0
0,0,0,1,0
1,1,1,1,1
2,2,2,1,2
2,2,2,1,1
4,2,2,1,2
1,1,1,1,1
1,1,1,1,3
0,0,2,1,0
1,1,3,1,2
1,1,3,1,2
1,1,3,1,2
1,3,3,1,2
1,1,3,1,2
2,2,1,1,1
0,0,1,0,1
1,2,1,1,0
2,2,1,24,0
1,1,1,1,2
1,1,1,2,1
1,1,2,1,1
2,2,1,10,2
1,1,2,10,2
0,0,0,0,0
1,1,1,2,1
0,0,13,1,6
1,1,1,1,6
1,2,1,2,1
1,1,1,1,1
2,2,2,2,1
0,0,0,24,0
0,0,0,1,0
0,0,13,1,6
4,3,3,1,3
2,2,2,1,2
1,1,1,1,1
2,2,2,1,2
2,2,2,1,2
2,2,2,1,2
1,1,1,1,1
1,1,1,1,1
1,1,1,1,3
4,1,2,1,2
1,1,3,1,1
1,1,3,1,2
1,3,3,1,2
0,0,1,10,1
1,1,2,0,1
1,2,1,1,0
27,27,13,2,0
2,1,1,1,1
27,27,1,0,1
0,0,0,0,0
0,0,1,0,1
27,27,1,0,2
1,1,2,0,1
1,2,1,0,2
2,2,2,1,1
1,1,1,0,2
1,1,1,1,1
1,1,1,1,1
1,1,1,2,1
1,2,1,1,2
2,2,2,1,1
1,1,1,1,1
4,3,3,1,3
2,1,2,1,2
2,2,2,1,2
2,2,2,1,1
2,2,2,1,2
2,2,2,1,1
4,1,2,1,2
1,1,1,1,3
1,1,1,2,3
1,1,1,1,2
1,3,2,1,2
4,1,1,1,2
1,3,3,1,2
1,1,1,0,1
2,2,2,10,1
1,1,1,1,1
27,27,13,1,0
0,0,1,2,2
27,27,1,0,1
2,2,1,1,1
1,2,1,1,1
2,1,1,1,1
27,27,2,10,2
27,27,1,0,2
1,1,2,10,1
1,1,1,2,2
1,1,1,1,2
1,1,1,1,1
2,2,2,1,0
1,2,1,1,1
27,27,13,24,0
1,1,1,1,1
27,0,0,1,0
2,2,2,1,2
2,2,2,1,2
2,2,2,1,2
2,2,2,1,2
2,2,2,1,2
2,2,2,1,2
4,3,2,1,2
1,1,1,1,3
1,1,1,1,1
1,1,3,1,2
4,2,2,1,2
4,1,2,1,2
0,0,1,0,1
1,27,2,10,1
2,2,1,0,1
1,1,1,2,1
1,1,1,1,1
27,27,2,0,2
0,0,2,0,2
1,1,2,10,2
1,1,1,0,1
1,1,2,10,2
0,2,1,10,1
1,1,1,1,2
1,1,1,1,1
27,27,2,0,2
1,0,2,10,2
1,1,1,1,1
0,0,0,1,0
1,27,1,1,1
1,1,1,1,1
0,0,0,1,0
1,1,1,1,1
4,3,3,1,2
1,3,3,1,3
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
2,2,1,1,1
0,0,0,1,0
1,1,2,2,2
1,3,1,1,2
1,1,3,1,2
2,2,1,1,1
0,0,2,10,1
1,1,1,1,1
2,2,1,2,1
1,1,2,1,1
0,0,1,0,2
1,1,2,0,2
0,0,2,10,2
2,2,1,0,1
0,0,1,0,2
2,2,1,1,1
1,1,1,1,2
2,2,1,0,1
0,0,2,0,1
1,1,2,10,1
1,2,2,2,2
1,1,2,1,2
0,27,13,1,0
1,1,1,24,0
0,0,0,1,0
27,0,13,1,0
1,1,1,1,1
1,1,1,1,2
2,1,0,24,6
2,2,2,1,2
2,2,1,1,1
1,1,2,1,2
0,0,0,24,0
27,27,0,1,0
0,0,0,1,0
1,1,2,1,2
1,1,1,2,3
27,27,1,10,2
27,27,1,0,1
1,1,1,0,1
2,2,1,10,1
0,0,1,0,2
1,1,2,10,1
0,27,0,0,0
2,2,1,10,1
2,2,1,0,1
1,1,2,10,1
2,2,1,0,1
2,2,1,1,2
0,0,1,10,2
1,1,1,10,2
0,0,1,0,2
2,2,1,0,2
0,0,0,1,0
1,27,0,1,0
1,1,1,1,0
1,27,13,1,0
0,0,0,1,0
1,1,1,1,3
0,1,2,1,1
1,1,1,1,2
1,1,1,1,1
2,2,2,1,1
1,1,2,1,2
0,0,0,1,0
0,0,13,1,0
0,0,0,1,0
27,27,0,1,0
1,1,1,1,3
1,1,1,1,1
27,0,2,10,1
1,1,2,0,1
0,0,2,10,2
0,0,2,0,2
